,start,end,text,words,speaker,cleaned_text,tokens,lemmatized_tokens
608,2134.511,2136.832," Eventually, we found a smoother track.","[{'word': 'Eventually,', 'start': 2134.511, 'end': 2135.031, 'score': 0.806, 'speaker': 'SPEAKER_05'}, {'word': 'we', 'start': 2135.271, 'end': 2135.391, 'score': 0.953, 'speaker': 'SPEAKER_05'}, {'word': 'found', 'start': 2135.451, 'end': 2135.692, 'score': 0.832, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2135.752, 'end': 2135.792, 'score': 0.969, 'speaker': 'SPEAKER_05'}, {'word': 'smoother', 'start': 2135.872, 'end': 2136.312, 'score': 0.88, 'speaker': 'SPEAKER_05'}, {'word': 'track.', 'start': 2136.412, 'end': 2136.832, 'score': 0.816, 'speaker': 'SPEAKER_05'}]",Clarkson, eventually we found a smoother track,"['eventually', 'found', 'smoother', 'track']","['eventually', 'find', 'track']"
609,2137.672,2138.133,Whoa!,"[{'word': 'Whoa!', 'start': 2137.672, 'end': 2138.133, 'score': 0.613, 'speaker': 'SPEAKER_04'}]",Clarkson,whoa,['whoa'],['whoa']
610,2138.673,2141.834,And I did a detailed analysis of the Lancia's conditioning.,"[{'word': 'And', 'start': 2138.673, 'end': 2138.873, 'score': 0.677, 'speaker': 'SPEAKER_05'}, {'word': 'I', 'start': 2138.913, 'end': 2139.013, 'score': 0.767, 'speaker': 'SPEAKER_05'}, {'word': 'did', 'start': 2139.033, 'end': 2139.193, 'score': 0.738, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2139.233, 'end': 2139.273, 'score': 0.491, 'speaker': 'SPEAKER_05'}, {'word': 'detailed', 'start': 2139.333, 'end': 2139.773, 'score': 0.864, 'speaker': 'SPEAKER_05'}, {'word': 'analysis', 'start': 2139.833, 'end': 2140.314, 'score': 0.84, 'speaker': 'SPEAKER_05'}, {'word': 'of', 'start': 2140.354, 'end': 2140.414, 'score': 0.749, 'speaker': 'SPEAKER_05'}, {'word': 'the', 'start': 2140.434, 'end': 2140.514, 'score': 0.824, 'speaker': 'SPEAKER_05'}, {'word': ""Lancia's"", 'start': 2140.554, 'end': 2141.114, 'score': 0.706, 'speaker': 'SPEAKER_05'}, {'word': 'conditioning.', 'start': 2141.214, 'end': 2141.834, 'score': 0.615, 'speaker': 'SPEAKER_05'}]",Clarkson,and i did a detailed analysis of the lancias conditioning,"['detailed', 'analysis', 'lancias', 'conditioning']","['detailed', 'analysis', 'lancia', 'condition']"
611,2142.375,2142.935,Sit-rep.,"[{'word': 'Sit-rep.', 'start': 2142.375, 'end': 2142.935, 'score': 0.707, 'speaker': 'SPEAKER_05'}]",Clarkson,sitrep,['sitrep'],['sitrep']
612,2144.255,2146.577,It's all broken.,"[{'word': ""It's"", 'start': 2144.255, 'end': 2144.376, 'score': 0.602, 'speaker': 'SPEAKER_05'}, {'word': 'all', 'start': 2144.436, 'end': 2144.596, 'score': 0.938, 'speaker': 'SPEAKER_05'}, {'word': 'broken.', 'start': 2144.656, 'end': 2146.577, 'score': 0.693, 'speaker': 'SPEAKER_06'}]",Clarkson,its all broken,['broken'],['break']
613,2146.597,2149.038,"As darkness fell, we found the road to Man.","[{'word': 'As', 'start': 2146.597, 'end': 2146.637, 'score': 0.001, 'speaker': 'SPEAKER_06'}, {'word': 'darkness', 'start': 2146.657, 'end': 2147.137, 'score': 0.845, 'speaker': 'SPEAKER_06'}, {'word': 'fell,', 'start': 2147.217, 'end': 2147.517, 'score': 0.813, 'speaker': 'SPEAKER_06'}, {'word': 'we', 'start': 2147.777, 'end': 2147.897, 'score': 0.874, 'speaker': 'SPEAKER_06'}, {'word': 'found', 'start': 2147.937, 'end': 2148.177, 'score': 0.761, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2148.217, 'end': 2148.297, 'score': 0.832, 'speaker': 'SPEAKER_06'}, {'word': 'road', 'start': 2148.337, 'end': 2148.577, 'score': 0.858, 'speaker': 'SPEAKER_06'}, {'word': 'to', 'start': 2148.617, 'end': 2148.717, 'score': 0.998, 'speaker': 'SPEAKER_06'}, {'word': 'Man.', 'start': 2148.778, 'end': 2149.038, 'score': 0.76, 'speaker': 'SPEAKER_06'}]",Hammond,as darkness fell we found the road to man,"['darkness', 'fell', 'found', 'road', 'man']","['darkness', 'fall', 'find', 'road', 'man']"
614,2149.338,2151.859,"But by this stage, even Oliver was suffering.","[{'word': 'But', 'start': 2149.338, 'end': 2149.458, 'score': 0.967, 'speaker': 'SPEAKER_06'}, {'word': 'by', 'start': 2149.518, 'end': 2149.658, 'score': 0.83, 'speaker': 'SPEAKER_06'}, {'word': 'this', 'start': 2149.718, 'end': 2149.878, 'score': 0.952, 'speaker': 'SPEAKER_06'}, {'word': 'stage,', 'start': 2149.938, 'end': 2150.278, 'score': 0.669, 'speaker': 'SPEAKER_06'}, {'word': 'even', 'start': 2150.498, 'end': 2150.698, 'score': 0.836, 'speaker': 'SPEAKER_06'}, {'word': 'Oliver', 'start': 2150.858, 'end': 2151.199, 'score': 0.875, 'speaker': 'SPEAKER_06'}, {'word': 'was', 'start': 2151.259, 'end': 2151.399, 'score': 0.89, 'speaker': 'SPEAKER_06'}, {'word': 'suffering.', 'start': 2151.439, 'end': 2151.859, 'score': 0.94, 'speaker': 'SPEAKER_06'}]",Hammond,but by this stage even oliver was suffering,"['stage', 'even', 'oliver', 'suffering']","['stage', 'even', 'oliver', 'suffer']"
615,2152.398,2153.359, I can't use my lights.,"[{'word': 'I', 'start': 2152.398, 'end': 2152.458, 'score': 0.588, 'speaker': 'SPEAKER_06'}, {'word': ""can't"", 'start': 2152.478, 'end': 2152.678, 'score': 0.657, 'speaker': 'SPEAKER_06'}, {'word': 'use', 'start': 2152.758, 'end': 2152.879, 'score': 0.404, 'speaker': 'SPEAKER_06'}, {'word': 'my', 'start': 2152.919, 'end': 2153.019, 'score': 0.859, 'speaker': 'SPEAKER_06'}, {'word': 'lights.', 'start': 2153.059, 'end': 2153.359, 'score': 0.806, 'speaker': 'SPEAKER_06'}]",Hammond, i cant use my lights,"['cant', 'use', 'lights']","['use', 'light']"
616,2153.719,2156.422,Alternator's packed up all full of dirt and dust.,"[{'word': ""Alternator's"", 'start': 2153.719, 'end': 2154.2, 'score': 0.535, 'speaker': 'SPEAKER_06'}, {'word': 'packed', 'start': 2154.46, 'end': 2154.68, 'score': 0.384, 'speaker': 'SPEAKER_06'}, {'word': 'up', 'start': 2154.74, 'end': 2154.861, 'score': 0.463, 'speaker': 'SPEAKER_06'}, {'word': 'all', 'start': 2154.901, 'end': 2155.041, 'score': 0.575, 'speaker': 'SPEAKER_06'}, {'word': 'full', 'start': 2155.101, 'end': 2155.241, 'score': 0.913, 'speaker': 'SPEAKER_06'}, {'word': 'of', 'start': 2155.281, 'end': 2155.361, 'score': 0.696, 'speaker': 'SPEAKER_06'}, {'word': 'dirt', 'start': 2155.661, 'end': 2155.922, 'score': 0.675, 'speaker': 'SPEAKER_06'}, {'word': 'and', 'start': 2156.002, 'end': 2156.102, 'score': 0.335, 'speaker': 'SPEAKER_06'}, {'word': 'dust.', 'start': 2156.122, 'end': 2156.422, 'score': 0.549, 'speaker': 'SPEAKER_06'}]",Hammond,alternators packed up all full of dirt and dust,"['alternators', 'packed', 'full', 'dirt', 'dust']","['alternator', 'pack', 'full', 'dirt', 'dust']"
617,2156.823,2160.326,"If I put the lights on, I can have the lights, but not the engine, because it all dies.","[{'word': 'If', 'start': 2156.823, 'end': 2156.883, 'score': 0.521, 'speaker': 'SPEAKER_06'}, {'word': 'I', 'start': 2156.923, 'end': 2156.983, 'score': 0.289, 'speaker': 'SPEAKER_06'}, {'word': 'put', 'start': 2157.003, 'end': 2157.103, 'score': 0.577, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2157.123, 'end': 2157.203, 'score': 0.787, 'speaker': 'SPEAKER_06'}, {'word': 'lights', 'start': 2157.223, 'end': 2157.463, 'score': 0.78, 'speaker': 'SPEAKER_06'}, {'word': 'on,', 'start': 2157.603, 'end': 2157.723, 'score': 0.91, 'speaker': 'SPEAKER_06'}, {'word': 'I', 'start': 2157.944, 'end': 2158.004, 'score': 0.909, 'speaker': 'SPEAKER_06'}, {'word': 'can', 'start': 2158.024, 'end': 2158.124, 'score': 0.934, 'speaker': 'SPEAKER_06'}, {'word': 'have', 'start': 2158.144, 'end': 2158.224, 'score': 0.825, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2158.244, 'end': 2158.324, 'score': 0.748, 'speaker': 'SPEAKER_06'}, {'word': 'lights,', 'start': 2158.364, 'end': 2158.564, 'score': 0.636, 'speaker': 'SPEAKER_06'}, {'word': 'but', 'start': 2158.604, 'end': 2158.724, 'score': 0.419, 'speaker': 'SPEAKER_06'}, {'word': 'not', 'start': 2158.744, 'end': 2158.865, 'score': 0.798, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2158.885, 'end': 2158.965, 'score': 0.88, 'speaker': 'SPEAKER_06'}, {'word': 'engine,', 'start': 2159.005, 'end': 2159.165, 'score': 0.377, 'speaker': 'SPEAKER_06'}, {'word': 'because', 'start': 2159.185, 'end': 2159.465, 'score': 0.828, 'speaker': 'SPEAKER_06'}, {'word': 'it', 'start': 2159.505, 'end': 2159.585, 'score': 0.805, 'speaker': 'SPEAKER_06'}, {'word': 'all', 'start': 2159.825, 'end': 2159.966, 'score': 0.603, 'speaker': 'SPEAKER_06'}, {'word': 'dies.', 'start': 2160.006, 'end': 2160.326, 'score': 0.65, 'speaker': 'SPEAKER_06'}]",Hammond,if i put the lights on i can have the lights but not the engine because it all dies,"['put', 'lights', 'lights', 'engine', 'dies']","['put', 'light', 'light', 'engine', 'die']"
618,2160.867,2172.258,"So I've actually got Jonathan, who brings all the cameras and does all that for us, in here with me, lighting me when I talk to you with the torch, which he then uses to light the road ahead when I'm not talking to you.","[{'word': 'So', 'start': 2160.867, 'end': 2161.027, 'score': 0.878, 'speaker': 'SPEAKER_06'}, {'word': ""I've"", 'start': 2161.047, 'end': 2161.147, 'score': 0.241, 'speaker': 'SPEAKER_06'}, {'word': 'actually', 'start': 2161.187, 'end': 2161.447, 'score': 0.332, 'speaker': 'SPEAKER_06'}, {'word': 'got', 'start': 2161.467, 'end': 2161.707, 'score': 0.795, 'speaker': 'SPEAKER_06'}, {'word': 'Jonathan,', 'start': 2162.288, 'end': 2162.608, 'score': 0.468, 'speaker': 'SPEAKER_06'}, {'word': 'who', 'start': 2162.628, 'end': 2162.768, 'score': 0.181, 'speaker': 'SPEAKER_06'}, {'word': 'brings', 'start': 2162.788, 'end': 2162.989, 'score': 0.53, 'speaker': 'SPEAKER_06'}, {'word': 'all', 'start': 2163.029, 'end': 2163.129, 'score': 0.221, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2163.149, 'end': 2163.209, 'score': 0.035, 'speaker': 'SPEAKER_06'}, {'word': 'cameras', 'start': 2163.269, 'end': 2163.609, 'score': 0.608, 'speaker': 'SPEAKER_06'}, {'word': 'and', 'start': 2163.649, 'end': 2163.729, 'score': 0.194, 'speaker': 'SPEAKER_06'}, {'word': 'does', 'start': 2163.789, 'end': 2163.93, 'score': 0.755, 'speaker': 'SPEAKER_06'}, {'word': 'all', 'start': 2163.97, 'end': 2164.07, 'score': 0.98, 'speaker': 'SPEAKER_06'}, {'word': 'that', 'start': 2164.11, 'end': 2164.25, 'score': 0.945, 'speaker': 'SPEAKER_06'}, {'word': 'for', 'start': 2164.31, 'end': 2164.47, 'score': 0.907, 'speaker': 'SPEAKER_06'}, {'word': 'us,', 'start': 2164.51, 'end': 2164.59, 'score': 0.607, 'speaker': 'SPEAKER_06'}, {'word': 'in', 'start': 2164.75, 'end': 2164.81, 'score': 0.815, 'speaker': 'SPEAKER_06'}, {'word': 'here', 'start': 2164.85, 'end': 2165.031, 'score': 0.552, 'speaker': 'SPEAKER_06'}, {'word': 'with', 'start': 2165.071, 'end': 2165.231, 'score': 0.533, 'speaker': 'SPEAKER_06'}, {'word': 'me,', 'start': 2165.291, 'end': 2165.511, 'score': 0.81, 'speaker': 'SPEAKER_06'}, {'word': 'lighting', 'start': 2166.232, 'end': 2166.592, 'score': 0.742, 'speaker': 'SPEAKER_06'}, {'word': 'me', 'start': 2166.652, 'end': 2166.872, 'score': 0.81, 'speaker': 'SPEAKER_06'}, {'word': 'when', 'start': 2166.913, 'end': 2167.033, 'score': 0.769, 'speaker': 'SPEAKER_06'}, {'word': 'I', 'start': 2167.073, 'end': 2167.133, 'score': 0.581, 'speaker': 'SPEAKER_06'}, {'word': 'talk', 'start': 2167.153, 'end': 2167.353, 'score': 0.633, 'speaker': 'SPEAKER_06'}, {'word': 'to', 'start': 2167.373, 'end': 2167.493, 'score': 0.645, 'speaker': 'SPEAKER_06'}, {'word': 'you', 'start': 2167.533, 'end': 2167.753, 'score': 0.565, 'speaker': 'SPEAKER_06'}, {'word': 'with', 'start': 2167.833, 'end': 2167.934, 'score': 0.846, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2167.954, 'end': 2168.014, 'score': 0.066, 'speaker': 'SPEAKER_06'}, {'word': 'torch,', 'start': 2168.074, 'end': 2168.454, 'score': 0.563, 'speaker': 'SPEAKER_06'}, {'word': 'which', 'start': 2168.514, 'end': 2168.654, 'score': 0.869, 'speaker': 'SPEAKER_06'}, {'word': 'he', 'start': 2168.694, 'end': 2168.774, 'score': 0.798, 'speaker': 'SPEAKER_06'}, {'word': 'then', 'start': 2168.794, 'end': 2168.975, 'score': 0.909, 'speaker': 'SPEAKER_06'}, {'word': 'uses', 'start': 2169.095, 'end': 2169.355, 'score': 0.796, 'speaker': 'SPEAKER_06'}, {'word': 'to', 'start': 2169.415, 'end': 2169.515, 'score': 0.982, 'speaker': 'SPEAKER_06'}, {'word': 'light', 'start': 2169.555, 'end': 2169.775, 'score': 0.799, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2169.795, 'end': 2169.855, 'score': 0.733, 'speaker': 'SPEAKER_06'}, {'word': 'road', 'start': 2169.915, 'end': 2170.076, 'score': 0.817, 'speaker': 'SPEAKER_06'}, {'word': 'ahead', 'start': 2170.136, 'end': 2170.476, 'score': 0.904, 'speaker': 'SPEAKER_06'}, {'word': 'when', 'start': 2171.197, 'end': 2171.337, 'score': 0.91, 'speaker': 'SPEAKER_06'}, {'word': ""I'm"", 'start': 2171.357, 'end': 2171.477, 'score': 0.713, 'speaker': 'SPEAKER_06'}, {'word': 'not', 'start': 2171.517, 'end': 2171.697, 'score': 0.855, 'speaker': 'SPEAKER_06'}, {'word': 'talking', 'start': 2171.737, 'end': 2171.998, 'score': 0.279, 'speaker': 'SPEAKER_06'}, {'word': 'to', 'start': 2172.038, 'end': 2172.118, 'score': 0.74, 'speaker': 'SPEAKER_06'}, {'word': 'you.', 'start': 2172.158, 'end': 2172.258, 'score': 0.513, 'speaker': 'SPEAKER_06'}]",Hammond,so ive actually got jonathan who brings all the cameras and does all that for us in here with me lighting me when i talk to you with the torch which he then uses to light the road ahead when im not talking to you,"['ive', 'actually', 'got', 'jonathan', 'brings', 'cameras', 'us', 'lighting', 'talk', 'torch', 'uses', 'light', 'road', 'ahead', 'im', 'talking']","['ve', 'actually', 'get', 'bring', 'camera', 'light', 'talk', 'torch', 'use', 'light', 'road', 'ahead', 'm', 'talk']"
619,2180.985,2182.826," Finally, we rolled into Man.","[{'word': 'Finally,', 'start': 2180.985, 'end': 2181.465, 'score': 0.825, 'speaker': 'SPEAKER_06'}, {'word': 'we', 'start': 2181.706, 'end': 2181.846, 'score': 0.874, 'speaker': 'SPEAKER_06'}, {'word': 'rolled', 'start': 2181.906, 'end': 2182.166, 'score': 0.89, 'speaker': 'SPEAKER_06'}, {'word': 'into', 'start': 2182.206, 'end': 2182.426, 'score': 0.908, 'speaker': 'SPEAKER_06'}, {'word': 'Man.', 'start': 2182.466, 'end': 2182.826, 'score': 0.782, 'speaker': 'SPEAKER_06'}]",Hammond, finally we rolled into man,"['finally', 'rolled', 'man']","['finally', 'roll', 'man']"
620,2185.548,2187.63,Which year was it made?,"[{'word': 'Which', 'start': 2185.548, 'end': 2185.708, 'score': 0.533, 'speaker': 'SPEAKER_05'}, {'word': 'year', 'start': 2185.868, 'end': 2186.429, 'score': 0.507, 'speaker': 'SPEAKER_05'}, {'word': 'was', 'start': 2186.469, 'end': 2186.709, 'score': 0.461, 'speaker': 'SPEAKER_05'}, {'word': 'it', 'start': 2186.969, 'end': 2187.249, 'score': 0.694, 'speaker': 'SPEAKER_05'}, {'word': 'made?', 'start': 2187.269, 'end': 2187.63, 'score': 0.733, 'speaker': 'SPEAKER_05'}]",Clarkson,which year was it made,"['year', 'made']","['year', 'make']"
621,2187.97,2187.63,1981.,[{'word': '1981.'}],,,[],[]
622,2188.29,2192.253,It's just driven all the way from Zimbabwe to here without going on a road.,"[{'word': ""It's"", 'start': 2188.29, 'end': 2188.41, 'score': 0.813, 'speaker': 'SPEAKER_05'}, {'word': 'just', 'start': 2188.47, 'end': 2188.65, 'score': 0.778, 'speaker': 'SPEAKER_05'}, {'word': 'driven', 'start': 2188.71, 'end': 2188.99, 'score': 0.461, 'speaker': 'SPEAKER_05'}, {'word': 'all', 'start': 2189.05, 'end': 2189.131, 'score': 0.525, 'speaker': 'SPEAKER_05'}, {'word': 'the', 'start': 2189.151, 'end': 2189.211, 'score': 0.001, 'speaker': 'SPEAKER_05'}, {'word': 'way', 'start': 2189.271, 'end': 2189.551, 'score': 0.685, 'speaker': 'SPEAKER_05'}, {'word': 'from', 'start': 2189.591, 'end': 2189.771, 'score': 0.45, 'speaker': 'SPEAKER_04'}, {'word': 'Zimbabwe', 'start': 2189.991, 'end': 2190.712, 'score': 0.497, 'speaker': 'SPEAKER_04'}, {'word': 'to', 'start': 2190.732, 'end': 2190.772, 'score': 0.416, 'speaker': 'SPEAKER_04'}, {'word': 'here', 'start': 2190.792, 'end': 2191.172, 'score': 0.436, 'speaker': 'SPEAKER_05'}, {'word': 'without', 'start': 2191.212, 'end': 2191.512, 'score': 0.792, 'speaker': 'SPEAKER_03'}, {'word': 'going', 'start': 2191.552, 'end': 2191.732, 'score': 0.66, 'speaker': 'SPEAKER_05'}, {'word': 'on', 'start': 2191.792, 'end': 2191.852, 'score': 0.384, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2191.872, 'end': 2191.932, 'score': 0.573, 'speaker': 'SPEAKER_05'}, {'word': 'road.', 'start': 2192.012, 'end': 2192.253, 'score': 0.529, 'speaker': 'SPEAKER_05'}]",Clarkson,its just driven all the way from zimbabwe to here without going on a road,"['driven', 'way', 'zimbabwe', 'without', 'going', 'road']","['drive', 'way', 'zimbabwe', 'go', 'road']"
623,2192.273,2193.053,Like this?,"[{'word': 'Like', 'start': 2192.273, 'end': 2192.353, 'score': 0.021, 'speaker': 'SPEAKER_05'}, {'word': 'this?', 'start': 2192.813, 'end': 2193.053, 'score': 0.458, 'speaker': 'SPEAKER_05'}]",Clarkson,like this,['like'],[]
624,2193.273,2193.493,Yeah.,"[{'word': 'Yeah.', 'start': 2193.273, 'end': 2193.493, 'score': 0.586, 'speaker': 'SPEAKER_05'}]",Clarkson,yeah,['yeah'],[]
625,2195.755,2197.316,Get out of the way of the pub.,"[{'word': 'Get', 'start': 2195.755, 'end': 2196.035, 'score': 0.53, 'speaker': 'SPEAKER_05'}, {'word': 'out', 'start': 2196.115, 'end': 2196.395, 'score': 0.65, 'speaker': 'SPEAKER_05'}, {'word': 'of', 'start': 2196.455, 'end': 2196.556, 'score': 0.479, 'speaker': 'SPEAKER_05'}, {'word': 'the', 'start': 2196.596, 'end': 2196.676, 'score': 0.806, 'speaker': 'SPEAKER_05'}, {'word': 'way', 'start': 2196.696, 'end': 2196.816, 'score': 0.932, 'speaker': 'SPEAKER_05'}, {'word': 'of', 'start': 2196.836, 'end': 2196.876, 'score': 0.071, 'speaker': 'SPEAKER_05'}, {'word': 'the', 'start': 2196.916, 'end': 2197.016, 'score': 0.823, 'speaker': 'SPEAKER_05'}, {'word': 'pub.', 'start': 2197.036, 'end': 2197.316, 'score': 0.75, 'speaker': 'SPEAKER_05'}]",Clarkson,get out of the way of the pub,"['get', 'way', 'pub']","['get', 'way', 'pub']"
626,2198.197,2199.217,I shall move it for you.,"[{'word': 'I', 'start': 2198.197, 'end': 2198.277, 'score': 0.505, 'speaker': 'SPEAKER_05'}, {'word': 'shall', 'start': 2198.297, 'end': 2198.457, 'score': 0.294, 'speaker': 'SPEAKER_05'}, {'word': 'move', 'start': 2198.477, 'end': 2198.697, 'score': 0.359, 'speaker': 'SPEAKER_05'}, {'word': 'it', 'start': 2198.757, 'end': 2198.857, 'score': 0.538, 'speaker': 'SPEAKER_05'}, {'word': 'for', 'start': 2198.897, 'end': 2199.097, 'score': 0.862, 'speaker': 'SPEAKER_05'}, {'word': 'you.', 'start': 2199.117, 'end': 2199.217, 'score': 0.794, 'speaker': 'SPEAKER_05'}]",Clarkson,i shall move it for you,"['shall', 'move']",['move']
627,2199.237,2201.239,"If you ask politely, I will move it.","[{'word': 'If', 'start': 2199.237, 'end': 2199.297, 'score': 0.208, 'speaker': 'SPEAKER_05'}, {'word': 'you', 'start': 2199.317, 'end': 2199.437, 'score': 0.363, 'speaker': 'SPEAKER_05'}, {'word': 'ask', 'start': 2199.558, 'end': 2199.738, 'score': 0.578, 'speaker': 'SPEAKER_05'}, {'word': 'politely,', 'start': 2199.818, 'end': 2200.398, 'score': 0.73, 'speaker': 'SPEAKER_05'}, {'word': 'I', 'start': 2200.458, 'end': 2200.578, 'score': 0.548, 'speaker': 'SPEAKER_05'}, {'word': 'will', 'start': 2200.618, 'end': 2200.738, 'score': 0.244, 'speaker': 'SPEAKER_05'}, {'word': 'move', 'start': 2200.778, 'end': 2201.099, 'score': 0.666, 'speaker': 'SPEAKER_05'}, {'word': 'it.', 'start': 2201.119, 'end': 2201.239, 'score': 0.532, 'speaker': 'SPEAKER_05'}]",Clarkson,if you ask politely i will move it,"['ask', 'politely', 'move']","['ask', 'politely', 'move']"
628,2207.163,2208.003,"Yeah, that's his line.","[{'word': 'Yeah,', 'start': 2207.163, 'end': 2207.323, 'score': 0.487, 'speaker': 'SPEAKER_06'}, {'word': ""that's"", 'start': 2207.343, 'end': 2207.523, 'score': 0.866, 'speaker': 'SPEAKER_06'}, {'word': 'his', 'start': 2207.563, 'end': 2207.683, 'score': 0.832, 'speaker': 'SPEAKER_06'}, {'word': 'line.', 'start': 2207.743, 'end': 2208.003, 'score': 0.678, 'speaker': 'SPEAKER_06'}]",Hammond,yeah thats his line,"['yeah', 'thats', 'line']","['s', 'line']"
629,2208.383,2209.624,"They are grown-ups, honestly.","[{'word': 'They', 'start': 2208.383, 'end': 2208.544, 'score': 0.278, 'speaker': 'SPEAKER_06'}, {'word': 'are', 'start': 2208.604, 'end': 2208.664, 'score': 0.024, 'speaker': 'SPEAKER_06'}, {'word': 'grown-ups,', 'start': 2208.704, 'end': 2209.184, 'score': 0.483, 'speaker': 'SPEAKER_06'}, {'word': 'honestly.', 'start': 2209.264, 'end': 2209.624, 'score': 0.478, 'speaker': 'SPEAKER_06'}]",Hammond,they are grownups honestly,"['grownups', 'honestly']","['grownup', 'honestly']"
630,2209.644,2210.345,They do this a lot.,"[{'word': 'They', 'start': 2209.644, 'end': 2209.744, 'score': 0.138, 'speaker': 'SPEAKER_06'}, {'word': 'do', 'start': 2209.784, 'end': 2209.904, 'score': 0.754, 'speaker': 'SPEAKER_06'}, {'word': 'this', 'start': 2209.944, 'end': 2210.045, 'score': 0.604, 'speaker': 'SPEAKER_06'}, {'word': 'a', 'start': 2210.125, 'end': 2210.185, 'score': 0.796, 'speaker': 'SPEAKER_06'}, {'word': 'lot.', 'start': 2210.205, 'end': 2210.345, 'score': 0.615, 'speaker': 'SPEAKER_06'}]",Hammond,they do this a lot,['lot'],['lot']
